真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,预测均值,MSE,MAPE,date
3044.159,3052.811,3053.131,3063.542,3083.591,3090.221,3097.008,3081.92,3064.689,3073.364125,1106.0044833749898,0.009593823778587071,2018/6/14
3021.9,3053.12,3054.807,3043.563,3066.634,3078.117,3078.536,3078.114,3065.459,3064.7937500000003,1994.1704044999924,0.014194298289155794,2018/6/15
2907.822,3043.476,3066.638,3065.165,3083.591,3090.229,3075.677,3070.576,3061.947,3069.662375,26370.88567462496,0.05565690575282802,2018/6/19
2915.731,2910.845,2980.297,2978.433,2960.553,2967.042,2962.667,2931.562,2933.721,2953.14,1942.9076647499803,0.013248993134140224,2018/6/20
2875.809,2938.516,2934.084,2953.336,2964.794,2967.053,2962.562,2939.406,2935.281,2949.379,5586.244645749956,0.025582366561896046,2018/6/21
2889.76,2832.342,2852.917,2853.81,2838.842,2859.73,2874.146,2872.404,2879.687,2857.9847499999996,1260.9465697500118,0.010995809340568144,2018/6/22
2859.336,2841.046,2857.385,2872.404,2878.566,2879.686,2872.817,2855.467,2835.187,2861.5697500000006,259.112406000002,0.005000636511413836,2018/6/25
2844.508,2852.913,2852.753,2880.482,2874.147,2875.481,2855.491,2850.865,2835.157,2859.6611249999996,439.8785893750063,0.006148998350505652,2018/6/26
2813.177,2852.918,2841.048,2857.195,2872.435,2867.338,2872.776,2880.482,2865.453,2863.705625,2694.1790666249863,0.017961409822417805,2018/6/27
2786.896,2812.862,2859.935,2874.255,2872.404,2886.881,2865.452,2875.861,2878.568,2865.77725,6679.839223999976,0.0283043393079612,2018/6/28
2847.418,2736.101,2688.383,2698.752,2770.118,2772.632,2752.533,2763.522,2746.196,2741.029625,12205.127048875038,0.03736310404724567,2018/6/29
2775.557,2859.933,2878.563,2886.332,2877.9,2859.931,2852.913,2852.795,2870.43,2867.349625,8568.031633875038,0.03307178523085645,2018/7/2
2786.887,2741.74,2763.525,2758.097,2734.161,2739.408,2709.947,2722.143,2770.11,2742.3913749999997,2355.0252668750127,0.015966067156651893,2018/7/3
2759.126,2763.525,2753.898,2763.214,2770.111,2754.593,2736.527,2749.3,2754.57,2755.71725,104.07943200000021,0.0029997723916921487,2018/7/4
2733.881,2751.527,2739.721,2756.919,2755.434,2736.101,2735.0,2743.471,2709.947,2741.015,251.46914825000192,0.00479812398564536,2018/7/5
2747.228,2738.817,2750.331,2756.913,2759.361,2736.101,2735.0,2709.945,2722.435,2738.6128750000003,324.9289368749994,0.0054037651771167115,2018/7/6
2815.109,2751.527,2739.247,2745.118,2735.1,2719.614,2709.943,2722.434,2703.333,2728.2895,7794.950788999979,0.030840546493936784,2018/7/9
2827.625,2813.963,2859.495,2878.638,2878.58,2878.508,2860.689,2867.338,2862.359,2862.44625,1608.370780999994,0.01352256752575038,2018/7/10
2777.771,2843.607,2857.177,2871.022,2863.882,2874.313,2855.433,2832.083,2833.077,2853.82425,6013.85450524998,0.02737923680533776,2018/7/11
2837.658,2755.73,2739.421,2705.532,2705.186,2750.288,2751.527,2759.207,2759.847,2740.84225,9828.749149499974,0.03411818830880954,2018/7/12
2831.183,2835.81,2830.08,2831.527,2832.208,2826.911,2859.938,2873.496,2874.146,2845.5145,563.1380057500039,0.005536643162946395,2018/7/13
2814.041,2835.277,2827.174,2840.174,2858.467,2864.336,2860.344,2873.403,2867.34,2853.314375,1789.7789786249846,0.013956219898714985,2018/7/16
2798.125,2859.933,2879.636,2887.218,2878.576,2878.52,2878.37,2867.331,2879.64,2876.1530000000002,6151.372468249993,0.027885816394907288,2018/7/17
2787.257,2773.102,2777.533,2741.744,2736.527,2735.553,2748.049,2752.752,2756.917,2752.7721250000004,1407.6959718750059,0.01237233416222476,2018/7/18
2772.545,2739.721,2736.527,2709.947,2752.533,2751.52,2759.575,2759.779,2736.102,2743.2129999999997,1099.3794472500044,0.01057944956709453,2018/7/19
2829.271,2758.094,2752.755,2750.274,2739.72,2754.593,2750.277,2736.527,2739.181,2747.677625,6714.410568875034,0.028839010119567972,2018/7/20
2859.542,2880.482,2874.147,2863.882,2875.432,2859.938,2855.46,2839.403,2833.077,2860.227625,255.73905137499847,0.00467107145130234,2018/7/23
2905.561,2874.147,2872.817,2857.177,2838.593,2833.077,2824.19,2838.809,2832.343,2846.3941250000003,3822.0760421250134,0.020363322263755642,2018/7/24
2903.646,2938.682,2934.098,2949.148,2975.129,2971.276,2960.057,2967.114,2964.951,2957.556875,3109.700595374973,0.018566614180929683,2018/7/25
2882.225,2901.387,2866.01,2877.9,2888.566,2875.861,2855.22,2852.631,2852.905,2871.3100000000004,399.2825164999987,0.00599909791914231,2018/7/26
2873.593,2894.517,2877.9,2855.22,2852.913,2852.775,2872.773,2896.594,2894.483,2874.646875,327.6366473750011,0.0056468069764925004,2018/7/27
2869.049,2874.147,2855.493,2850.311,2839.408,2835.18,2835.84,2827.109,2826.932,2843.0525000000002,902.7760495000023,0.009505240238141633,2018/7/30
2876.4,2865.163,2865.307,2865.471,2853.33,2859.933,2854.281,2851.539,2839.468,2856.8115,455.4308692500049,0.006810075093867378,2018/7/31
2824.533,2879.633,2879.47,2873.449,2867.333,2853.903,2850.81,2839.403,2832.113,2859.51425,1513.7937442500001,0.012384790689292704,2018/8/1
2768.023,2838.72,2810.124,2816.688,2822.441,2821.084,2826.905,2838.801,2843.607,2827.2962499999994,3638.1483679999756,0.02141356845662041,2018/8/2
2740.442,2735.558,2733.17,2751.537,2753.575,2748.59,2756.916,2753.525,2736.694,2746.1956250000003,111.91314087499998,0.0035503853028088167,2018/8/3
2705.156,2733.17,2747.176,2758.11,2751.554,2759.779,2759.399,2735.551,2736.525,2747.6580000000004,1917.6513100000054,0.015711478376847793,2018/8/6
2779.374,2707.717,2737.6,2739.733,2724.505,2751.527,2759.575,2752.752,2759.779,2741.6485,1715.2449357499813,0.013573380192805929,2018/8/7
2744.069,2774.001,2751.527,2753.575,2746.196,2735.492,2749.393,2758.22,2759.208,2753.4515,197.2230725000011,0.004200605013940973,2018/8/8
2794.381,2751.527,2759.575,2753.82,2732.99,2736.103,2703.345,2705.184,2701.724,2730.5335000000005,4585.909448999981,0.022848530676382303,2018/8/9
2795.309,2810.307,2820.18,2816.688,2805.984,2832.207,2832.579,2836.571,2824.19,2822.33825,837.713002499988,0.009669503443089748,2018/8/10
2785.872,2812.814,2816.629,2810.307,2820.183,2816.688,2803.506,2821.018,2826.907,2816.0065,953.2343390000084,0.010816900417535379,2018/8/13
2780.964,2728.289,2743.762,2738.597,2708.958,2701.724,2738.744,2736.174,2708.811,2725.6323750000006,3301.522082874979,0.019896562846552418,2018/8/14
2723.257,2765.894,2739.733,2745.505,2738.83,2703.332,2708.978,2701.731,2710.374,2726.797125,507.1375011249981,0.007598759500113283,2018/8/15
2705.191,2735.551,2730.022,2711.375,2708.947,2701.724,2711.961,2701.25,2682.883,2710.4641250000004,270.2111108750018,0.004695463277824015,2018/8/16
2668.966,2701.724,2739.746,2750.288,2754.569,2743.577,2752.583,2759.209,2751.516,2744.1514999999995,5942.617727000022,0.028170272682379677,2018/8/17
2698.465,2621.258,2624.014,2627.056,2645.324,2655.738,2655.39,2635.493,2630.488,2636.845125,3961.810109875025,0.02283515813619973,2018/8/20
2733.826,2635.466,2639.888,2673.423,2625.758,2526.816,2526.05,2538.47,2512.792,2584.832875,25858.781830625034,0.05449985661121086,2018/8/21
2714.608,2736.174,2705.379,2701.724,2730.04,2714.267,2703.345,2705.361,2669.366,2708.2069999999994,401.7159875000027,0.00576528913198522,2018/8/22
2724.624,2703.374,2705.344,2732.43,2735.026,2705.434,2701.731,2682.861,2642.818,2701.12725,1290.1414367499851,0.010294539723646204,2018/8/23
2729.43,2703.443,2705.144,2700.501,2669.366,2657.435,2620.225,2646.489,2649.339,2668.99275,4514.061864249983,0.022142810037260468,2018/8/24
2780.899,2705.021,2701.738,2682.861,2642.818,2645.264,2623.286,2646.482,2650.245,2662.214375,14884.856926124969,0.04267850971933892,2018/8/27
2777.98,2772.189,2763.593,2741.744,2739.79,2752.754,2753.572,2749.393,2742.175,2751.90125,792.9201724999988,0.009387666577873136,2018/8/28
2769.294,2760.414,2758.221,2751.516,2739.247,2752.511,2759.208,2758.141,2750.288,2753.69325,286.1698939999959,0.005633475535641877,2018/8/29
2737.736,2741.74,2736.527,2727.579,2704.921,2701.738,2705.181,2669.328,2657.431,2705.555625,1835.2142611249938,0.012120005362094772,2018/8/30
2725.249,2719.054,2709.118,2701.735,2705.184,2669.329,2653.556,2655.775,2639.366,2681.639625,2715.444827624976,0.016001978167866394,2018/8/31
2720.734,2708.958,2701.727,2703.783,2664.284,2639.366,2655.773,2655.485,2637.234,2670.82625,3255.5305089999893,0.01834348745595854,2018/9/3
2750.58,2708.929,2750.314,2758.224,2759.397,2749.061,2754.54,2741.743,2735.551,2744.719875,274.1248941249987,0.0039865682874157425,2018/9/4
2704.336,2746.114,2737.784,2745.803,2731.548,2739.779,2735.783,2720.671,2713.764,2733.90575,990.62681100001,0.010934199744410521,2018/9/5
2691.592,2705.804,2749.014,2752.752,2759.361,2750.275,2735.183,2739.754,2744.3,2742.055375,2784.253908374992,0.018748523178847287,2018/9/6
2702.3,2677.841,2677.387,2653.538,2655.799,2639.366,2655.779,2655.485,2635.485,2656.335,2317.4695177500134,0.017009584428079837,2018/9/7
2669.484,2664.283,2642.818,2621.253,2646.483,2639.366,2652.788,2604.195,2563.305,2629.311375,2539.4856526249914,0.015048835280526075,2018/9/10
2664.799,2621.259,2625.794,2623.283,2652.666,2655.738,2636.73,2635.032,2630.433,2635.116875,1028.1220371249995,0.011138598070623708,2018/9/11
2656.11,2642.818,2649.324,2670.474,2624.484,2626.484,2652.66,2655.775,2636.489,2644.8135,337.9942092500038,0.0056050012988920275,2018/9/12
2686.578,2656.302,2636.732,2637.524,2638.534,2625.01,2644.774,2638.644,2630.488,2638.5009999999997,2387.2162799999996,0.017895255600246858,2018/9/13
2681.643,2647.574,2649.328,2636.481,2637.514,2635.485,2622.353,2655.774,2655.48,2642.498625,1648.9379581249962,0.014597161143373658,2018/9/14
2651.788,2638.884,2637.515,2639.366,2621.258,2612.386,2652.666,2655.775,2626.486,2635.5420000000004,458.24932375000355,0.006585085233057883,2018/9/17
2699.95,2651.264,2639.882,2637.268,2635.692,2622.377,2646.489,2637.852,2639.366,2638.7737500000003,3804.855802249978,0.02265828996833268,2018/9/18
2730.85,2675.479,2625.648,2626.486,2628.862,2601.261,2575.438,2571.429,2559.918,2608.0651250000005,16375.725951874965,0.0449621454858377,2018/9/19
2729.243,2720.114,2719.606,2703.345,2705.184,2677.434,2677.646,2653.538,2655.794,2689.082625,2237.272226374992,0.014714840342175422,2018/9/20
2797.484,2705.181,2701.731,2738.841,2749.3,2744.3,2750.646,2756.913,2754.03,2737.61775,4000.721547499978,0.02140003302967946,2018/9/21
2781.138,2816.353,2810.474,2820.163,2816.687,2806.946,2832.394,2836.571,2830.207,2821.224375,1707.6492246250014,0.014413659084878218,2018/9/25
2806.813,2803.015,2818.166,2825.575,2816.361,2821.014,2816.687,2832.208,2832.591,2820.702125,274.38349337499665,0.005286645387491052,2018/9/26
2791.774,2820.163,2810.43,2816.331,2821.014,2818.163,2807.803,2831.531,2836.594,2820.253625,894.345639625007,0.010201264500636553,2018/9/27
2821.35,2796.993,2816.242,2810.474,2820.163,2810.43,2832.208,2836.571,2837.044,2820.015625,181.77181237499929,0.004174464352171813,2018/9/28
2716.51,2816.343,2816.687,2832.331,2836.571,2837.044,2837.26,2821.667,2835.056,2829.1198750000003,12756.420425124948,0.04145387832181724,2018/10/8
2721.013,2727.577,2731.56,2721.024,2751.523,2749.3,2779.447,2774.382,2777.196,2751.5011250000002,1413.0814876250085,0.011204696559700428,2018/10/9
2725.836,2737.6,2728.288,2751.528,2759.571,2750.274,2775.542,2778.382,2773.107,2756.7865,1250.7581157500097,0.011354498216327082,2018/10/10
2583.457,2739.403,2752.752,2753.575,2749.393,2742.175,2735.55,2736.161,2737.6,2743.3261249999996,25607.137774875035,0.06188186023611004,2018/10/11
2606.912,2596.58,2559.913,2555.94,2575.354,2571.421,2585.49,2596.582,2596.772,2579.7565,979.7187547499936,0.010416730599268368,2018/10/12
2568.098,2662.363,2655.775,2655.394,2643.055,2645.264,2635.485,2688.388,2696.462,2660.2732499999997,8906.8612425,0.03589241921453154,2018/10/15
2546.329,2571.416,2681.745,2672.518,2621.254,2641.331,2639.366,2651.308,2651.293,2641.2788750000004,10027.94563512497,0.03728892652913266,2018/10/16
2561.614,2580.546,2559.919,2555.94,2557.024,2534.136,2544.548,2538.714,2546.124,2552.118875,278.1493706250022,0.00555435947804786,2018/10/17
2486.418,2575.438,2593.174,2596.579,2575.241,2571.421,2555.94,2557.144,2534.136,2569.884125,7335.546034874979,0.03356882269996431,2018/10/18
2550.465,2440.036,2440.067,2444.244,2437.033,2429.454,2431.713,2418.53,2408.555,2431.2039999999997,14352.87423250002,0.04676049269446946,2018/10/19
2654.876,2535.271,2514.779,2543.174,2536.81,2518.89,2554.011,2559.911,2539.514,2537.7949999999996,13917.765660500045,0.044100364762798785,2018/10/22
2594.825,2648.289,2610.313,2662.218,2677.928,2636.25,2646.489,2655.921,2694.237,2653.955625,4068.35862237502,0.022787904771998182,2018/10/23
2603.295,2591.54,2578.329,2588.681,2559.913,2555.94,2535.274,2533.47,2511.727,2556.85925,2873.3287270000137,0.01783729850055414,2018/10/24
2603.799,2559.751,2535.276,2535.693,2469.644,2468.278,2456.351,2459.024,2427.053,2488.88375,15197.17779750001,0.044133686970461244,2018/10/25
2598.846,2559.476,2534.355,2515.861,2554.011,2555.998,2534.136,2506.35,2479.254,2529.930125,5435.858139375006,0.026517875626335702,2018/10/26
2542.103,2575.803,2579.833,2526.816,2536.383,2515.867,2503.206,2487.146,2450.286,2521.9175,2059.698913999997,0.014965168602531054,2018/10/29
2568.048,2538.71,2528.295,2544.281,2534.354,2514.774,2512.694,2506.35,2470.919,2518.797125,2910.5056768749855,0.019178331168264708,2018/10/30
2602.783,2565.993,2543.525,2535.278,2515.86,2544.281,2532.876,2506.357,2515.89,2532.5075,5266.923399499987,0.027000137929285652,2018/10/31
2606.237,2575.434,2552.33,2513.55,2540.689,2535.276,2517.016,2554.011,2524.914,2539.1525,4884.880687250005,0.025739984506397556,2018/11/1
2676.476,2575.434,2571.412,2525.073,2523.004,2528.26,2514.726,2534.13,2539.21,2538.906125,19369.97958512502,0.05139962958756218,2018/11/2
2665.43,2642.307,2639.366,2620.856,2658.396,2696.752,2677.41,2682.85,2658.331,2659.5335000000005,591.0955177499952,0.007907542122659341,2018/11/5
2659.356,2642.307,2639.366,2715.293,2668.11,2622.304,2620.718,2655.917,2655.759,2652.4717500000006,848.2949830000067,0.008670144200325261,2018/11/6
2641.342,2655.73,2635.726,2677.434,2688.378,2686.118,2655.932,2655.76,2643.583,2662.332625,773.0288551249987,0.008478502594514442,2018/11/7
