真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,预测均值,MSE,MAPE
3081.177,3090.941,3157.705,3168.011,3165.813,3143.424,3143.353,3132.479,3145.155,3143.3601249999997,4390.111275624984,0.02018161403905061
3100.858,3036.598,3041.554,3064.024,3067.352,3051.943,3057.53,3053.077,3084.803,3057.1101249999997,2117.0609253750104,0.01410831292500338
3091.033,3136.75,3130.302,3117.676,3103.037,3122.819,3134.567,3142.553,3149.546,3129.6562499999995,1683.7105545000036,0.012495256440160958
3136.644,3096.434,3154.321,3173.202,3179.097,3169.532,3173.41,3166.983,3150.333,3157.9139999999998,1076.1584930000129,0.009985991397174886
3161.497,3130.676,3112.957,3103.037,3132.9,3144.377,3140.01,3150.348,3153.082,3133.423375,1061.4154556249948,0.008879851854991442
3159.15,3168.01,3175.587,3179.076,3175.547,3171.079,3153.436,3179.074,3187.648,3173.6821250000003,299.82928387499965,0.005052189671272333
3174.412,3173.416,3186.02,3191.193,3177.978,3188.062,3170.681,3171.188,3159.166,3177.213,109.14169375000083,0.002709241900547239
3163.263,3186.046,3191.193,3182.803,3173.201,3163.958,3172.1,3174.084,3160.943,3175.5409999999997,247.59718350000117,0.0040647900601372714
3174.032,3179.076,3183.176,3171.184,3172.1,3152.861,3164.037,3157.87,3144.377,3165.585125,226.2048668750043,0.0037787504977895986
3192.118,3187.646,3191.193,3181.679,3187.893,3173.203,3169.552,3173.052,3166.983,3178.900125,251.24498962499547,0.0041407852090680295
3169.565,3183.827,3186.443,3207.134,3212.444,3202.075,3209.067,3208.474,3246.874,3207.04225,1730.7762244999935,0.011824098890541751
3154.282,3177.973,3184.72,3171.188,3163.967,3159.117,3162.908,3173.159,3163.593,3169.578125,301.0210421249944,0.004849320701192806
3193.303,3174.255,3188.784,3191.193,3182.803,3174.612,3160.651,3154.325,3158.4,3173.1278750000006,581.3700303749968,0.006317948844816752
3213.84,3182.809,3182.186,3173.201,3166.983,3158.626,3162.991,3173.018,3179.075,3172.3611250000004,1790.1566191250058,0.012906328566450125
3214.349,3217.928,3212.631,3203.024,3237.362,3246.872,3230.445,3227.996,3250.591,3228.356125,436.270559624995,0.005372122006664474
3168.964,3203.037,3238.269,3245.213,3230.976,3252.599,3270.494,3268.929,3281.082,3248.824875,6936.268971625015,0.025200941064650807
3154.65,3172.136,3173.159,3159.166,3162.961,3173.082,3179.074,3170.361,3172.114,3170.256625,278.23843387499676,0.0049471811452934215
3141.303,3159.118,3173.203,3162.987,3173.082,3189.741,3204.907,3232.351,3233.048,3191.0546249999998,3239.2096138750103,0.015837894338750547
3135.082,3135.325,3124.548,3131.854,3117.675,3103.037,3108.774,3133.269,3143.986,3124.8085,278.2511139999996,0.004006354538732957
3120.46,3127.745,3103.037,3132.863,3140.324,3111.978,3122.563,3144.376,3140.014,3127.8625,241.96824550000167,0.004447661562718325
3041.443,3133.26,3141.54,3156.95,3165.827,3176.441,3187.646,3196.695,3194.656,3169.126875,16805.025186124956,0.04198134734071946
3095.473,3052.811,3080.559,3091.927,3095.124,3103.092,3130.677,3122.88,3137.414,3101.8105000000005,732.8414330000024,0.007011933232820972
3075.137,3094.415,3135.083,3113.884,3107.843,3108.774,3136.775,3131.883,3147.453,3122.01375,2489.5724787499817,0.015243792390387739
3091.19,3074.67,3065.053,3083.873,3090.229,3094.423,3088.333,3073.109,3067.394,3079.6355,240.28776175000314,0.003999349764977262
3114.205,3090.224,3073.777,3067.337,3067.35,3073.108,3050.52,3053.077,3066.63,3067.752875,2293.283454624987,0.01491620654388515
3115.18,3123.137,3131.956,3147.453,3133.332,3141.595,3156.554,3166.177,3160.167,3145.0463750000004,1093.73424212501,0.009587367343139136
3109.498,3132.486,3132.85,3144.377,3136.775,3132.486,3141.552,3156.95,3165.821,3142.912125,1251.7778888749926,0.010745826175157501
3067.147,3103.037,3132.872,3144.377,3133.332,3147.416,3158.794,3168.014,3175.583,3145.428125,6590.9497006250085,0.0255224562109348
3052.783,3085.496,3090.941,3073.108,3073.376,3063.305,3065.449,3063.375,3053.12,3071.02125,468.3493350000042,0.0059743027919115475
3079.801,3050.52,3045.681,3060.687,3053.077,3054.294,3040.739,3016.705,3030.067,3043.97125,1466.5114247499955,0.01163378737782082
3049.796,3072.539,3067.364,3080.713,3147.416,3137.263,3157.87,3173.016,3179.076,3126.9071249999997,7817.294540875033,0.0252840271939501
3044.159,3052.811,3051.416,3062.523,3075.477,3070.576,3078.117,3070.235,3052.975,3064.2662499999997,506.7822572499983,0.006605190464755608
3021.9,3053.12,3054.807,3043.563,3066.634,3078.117,3078.333,3065.459,3080.779,3065.1014999999998,2029.6416342499922,0.014296138191204174
2907.822,3043.536,3066.636,3064.074,3078.117,3078.531,3053.12,3051.416,3060.687,3062.014625,23911.90843337497,0.05302684449048115
2915.731,2910.845,2980.297,2979.773,2991.574,2997.836,2988.611,2957.823,2967.432,2971.7738750000003,3817.954381874968,0.019639800447983646
2875.809,2938.516,2934.084,2953.336,2964.794,2967.053,2962.561,2939.406,2953.421,2951.646375,5897.060927624958,0.026370796878373955
2889.76,2832.342,2857.175,2888.563,2872.817,2855.434,2872.778,2877.9,2872.774,2866.2228750000004,817.8691753750065,0.008145010312275127
2859.336,2841.046,2857.385,2872.404,2878.566,2879.686,2872.817,2855.467,2835.187,2861.5697500000006,259.112406000002,0.005000636511413836
2844.508,2852.913,2841.048,2859.938,2876.389,2878.549,2878.576,2867.398,2872.776,2865.948375,622.4436143750094,0.007841558188621792
2813.177,2852.918,2841.048,2857.195,2872.435,2867.338,2872.776,2874.147,2880.482,2864.792375,2817.2491571249852,0.018347716834027812
2786.896,2812.862,2859.935,2874.255,2866.109,2875.157,2866.354,2871.03,2857.178,2860.3599999999997,5754.611286499975,0.026360510044149413
2847.418,2736.101,2688.383,2698.752,2770.118,2735.558,2771.79,2750.274,2779.447,2741.3028750000003,12256.217853875034,0.037267139914125766
2775.557,2859.933,2878.563,2886.332,2877.9,2859.931,2852.913,2852.795,2870.43,2867.349625,8568.031633875038,0.03307178523085645
2786.887,2741.74,2763.525,2750.287,2779.423,2752.755,2736.528,2771.79,2741.258,2754.6632499999996,1248.7816630000193,0.011562632428225571
2759.126,2763.525,2753.892,2763.522,2759.203,2754.523,2771.79,2736.103,2749.781,2756.5423749999995,108.12859512500077,0.0028877351016227595
2733.881,2751.527,2739.721,2756.919,2755.434,2736.101,2735.0,2735.281,2722.034,2741.5021249999995,186.1575173750024,0.003871007918779243
2747.228,2738.817,2750.331,2756.913,2759.231,2736.101,2735.0,2709.947,2722.435,2738.596875,324.51808587500085,0.005397759123014194
2815.109,2751.527,2739.247,2745.118,2735.1,2719.614,2727.579,2708.692,2701.727,2728.5755,7757.34320849999,0.030738951848756104
2827.625,2813.963,2859.495,2878.638,2878.58,2878.57,2867.37,2872.774,2855.22,2863.0762500000005,1672.0074517499947,0.013745369347066855
2777.771,2899.136,2903.012,2976.692,2982.528,2979.436,3038.136,3050.398,3042.823,2984.020125,45618.314234874924,0.07424986616967338
2837.658,2741.258,2736.528,2709.947,2722.434,2751.527,2735.111,2736.103,2708.666,2730.19675,11749.212131999975,0.03786969747587619
2831.183,2835.81,2830.08,2831.527,2832.208,2824.167,2859.938,2866.859,2870.43,2843.877375,464.1216206249988,0.005200697023117196
2814.041,2835.277,2827.174,2840.174,2832.777,2851.56,2840.771,2831.527,2837.841,2837.1376250000003,581.4729033749928,0.008207636278220482
2798.125,2859.933,2881.803,2899.134,2899.233,2906.38,2878.267,2878.511,2878.57,2885.228875,7790.384312875004,0.031129372347554175
2787.257,2773.106,2777.533,2743.762,2756.981,2731.883,2739.462,2752.752,2750.274,2753.219125,1376.5296741250045,0.01221196143735581
2772.545,2736.528,2748.59,2751.528,2736.196,2736.072,2703.332,2750.316,2753.575,2739.517125,1326.0923553750108,0.01191247572176472
2829.271,2758.097,2752.755,2750.274,2739.72,2754.593,2750.277,2736.527,2739.181,2747.6780000000003,6714.3571872500315,0.02883887757659135
2859.542,2880.482,2874.147,2863.882,2875.452,2859.938,2855.46,2832.21,2837.075,2859.83075,274.0471472500014,0.004811609691342205
2905.561,2879.636,2878.566,2877.92,2866.852,2880.482,2854.284,2831.531,2836.667,2863.24225,2143.544789750016,0.014564743263005041
2903.646,2938.682,2934.098,2949.148,2975.129,2971.259,2964.951,2967.555,2949.597,2956.302375,2982.5965461249784,0.018134571156401227
2882.225,2901.387,2866.01,2877.9,2855.22,2824.197,2838.809,2835.84,2823.441,2852.8505,1529.6761049999932,0.011853689423969298
2873.593,2894.517,2877.9,2855.22,2852.913,2852.775,2870.403,2896.56,2899.162,2874.93125,355.8019534999986,0.005951956313924761
2869.049,2874.147,2863.882,2866.852,2875.032,2851.583,2837.856,2832.344,2835.844,2854.6925000000006,477.65050574999646,0.005969486753276071
2876.4,2860.02,2873.308,2866.077,2873.43,2863.861,2862.561,2852.969,2850.81,2862.8795000000005,243.231799500002,0.004700493672646393
2824.533,2879.633,2879.47,2873.449,2867.333,2853.903,2850.81,2857.167,2878.606,2867.5463750000004,1977.580492375005,0.015228490869110064
2768.023,2838.72,2810.124,2816.688,2810.954,2802.111,2821.305,2826.905,2871.044,2824.7313749999994,3632.9115786249786,0.020486959465293393
2740.442,2735.558,2751.527,2759.57,2750.279,2745.543,2736.526,2730.048,2708.969,2739.7525,218.66473200000138,0.0043705540930988815
2705.156,2733.17,2749.66,2751.527,2759.741,2759.392,2735.551,2738.842,2731.547,2744.92875,1698.9766595000012,0.01470257168163316
2779.374,2707.717,2737.6,2739.733,2724.505,2751.527,2759.575,2752.752,2750.279,2740.461,1773.064310749981,0.014000634675290113
2744.069,2775.718,2739.743,2748.742,2751.527,2739.247,2759.24,2759.847,2759.341,2754.175625,229.17779537499976,0.0045165136153646444
2794.381,2758.224,2759.205,2752.378,2750.593,2739.721,2752.589,2732.986,2736.527,2747.7778749999998,2259.6298478749877,0.016677441265167445
2795.309,2810.307,2820.18,2816.688,2823.441,2859.938,2869.192,2879.636,2876.33,2844.464,3175.378551249977,0.01758481799328795
2785.872,2812.814,2816.689,2810.882,2820.167,2810.431,2832.208,2836.571,2837.044,2822.1007499999996,1427.0421925000073,0.013004456055411055
2780.964,2739.71,2750.274,2752.755,2732.861,2739.248,2706.561,2705.434,2700.375,2728.4022500000005,3153.6017239999883,0.01890055031276921
2723.257,2765.894,2739.702,2748.189,2750.288,2736.527,2738.841,2706.66,2708.981,2736.88525,542.3562399999955,0.007838591803858371
2705.191,2735.551,2730.022,2711.375,2708.947,2755.79,2743.157,2739.247,2752.511,2734.575,1123.91588075001,0.0108620796091663
2668.966,2701.724,2739.746,2750.288,2754.569,2743.577,2736.527,2748.189,2758.224,2741.6054999999997,5549.825074000022,0.02721634520634589
2698.465,2621.258,2624.014,2652.788,2655.715,2636.732,2673.423,2633.66,2630.488,2641.00975,3584.556085750023,0.021291827020176363
2733.826,2635.423,2639.882,2673.423,2625.758,2626.432,2655.776,2655.394,2694.238,2650.79075,7397.48783525003,0.030373275402311703
2714.608,2736.174,2705.379,2701.724,2730.04,2714.267,2703.344,2705.361,2700.501,2712.09875,170.73991399999977,0.00433165672539095
2724.624,2703.374,2705.344,2732.43,2738.777,2730.04,2717.192,2709.941,2701.724,2717.35275,238.63626424999745,0.005180531332029651
2729.43,2703.443,2706.561,2701.76,2677.323,2642.818,2621.253,2646.482,2639.366,2667.37575,4859.36004399997,0.022735241424033496
2780.899,2705.021,2701.738,2682.861,2642.818,2645.264,2623.286,2646.482,2655.732,2662.90025,14709.395697749966,0.04243187185151272
2777.98,2778.189,2766.214,2758.097,2742.58,2739.728,2748.189,2750.288,2736.527,2752.4764999999998,827.8616730000006,0.009199400283659346
2769.294,2760.414,2758.221,2759.353,2741.746,2735.55,2749.391,2753.57,2759.209,2752.1817499999997,367.86498249999204,0.006179282517493554
2737.736,2741.74,2736.527,2739.766,2726.391,2705.044,2701.731,2705.164,2701.711,2719.7592499999996,609.2732899999944,0.007117285961831197
2725.249,2736.527,2727.837,2719.207,2703.345,2705.184,2664.284,2639.366,2655.773,2693.940375,2121.5402153749837,0.012760347770056935
2720.734,2709.16,2701.729,2705.184,2732.434,2738.777,2732.871,2745.548,2750.274,2726.997125,354.3803518750003,0.006540652265160813
2750.58,2703.345,2707.662,2664.283,2620.148,2620.504,2652.223,2655.738,2609.897,2654.225,10489.169432499999,0.035030793505369785
2704.336,2746.196,2737.784,2740.09,2708.945,2701.731,2705.184,2701.807,2664.283,2713.2525,723.5954350000063,0.0074743855793067615
2691.592,2705.804,2749.014,2752.752,2759.361,2750.276,2735.183,2739.754,2744.3,2742.0555,2784.2685792499883,0.018748569619764024
2702.3,2677.841,2677.387,2653.538,2655.799,2639.366,2640.279,2655.714,2628.886,2653.6012499999997,2640.767435500019,0.018021222662176734
2669.484,2716.106,2706.66,2701.724,2680.568,2688.327,2698.752,2728.02,2736.193,2707.0437500000003,1725.7708707500128,0.014070041251417944
2664.799,2621.254,2625.794,2623.28,2654.615,2655.73,2636.742,2635.033,2630.492,2635.3675000000003,1022.1906602499973,0.011044547825183052
2656.11,2648.298,2655.724,2655.485,2638.433,2639.23,2632.903,2638.324,2622.367,2641.3454999999994,331.5592985000034,0.005558692975818061
2686.578,2656.302,2635.485,2638.522,2651.406,2605.716,2594.985,2582.983,2571.429,2617.1035,5749.092057999987,0.025859848476388895
2681.643,2647.574,2649.327,2636.301,2635.016,2630.487,2636.224,2623.28,2626.412,2635.577625,2196.439967124997,0.01717804159614086
2651.788,2635.442,2639.847,2621.762,2612.327,2652.664,2655.774,2643.176,2637.74,2637.3415000000005,394.58485174999703,0.005906203663339595
2699.95,2651.264,2639.882,2637.268,2635.691,2622.377,2646.489,2637.852,2639.366,2638.773625,3804.871866874981,0.02265833626548634
2730.85,2675.479,2625.648,2626.483,2628.862,2601.261,2575.438,2571.429,2559.918,2608.0647500000005,16375.804225999958,0.044962282805719775
2729.243,2720.114,2719.606,2703.345,2705.184,2700.547,2677.574,2677.437,2653.538,2694.668125,1666.7508666249953,0.012668302162907409
2797.484,2703.344,2705.184,2710.394,2732.43,2737.6,2709.943,2702.681,2700.543,2712.7648750000003,7354.125880374981,0.03028404273268405
2781.138,2791.807,2796.983,2787.715,2763.55,2753.801,2779.481,2778.367,2773.107,2778.1013749999997,192.46485987499938,0.004066455889639397
2806.813,2803.015,2818.166,2825.575,2816.361,2821.014,2816.687,2832.208,2832.591,2820.702125,274.38349337499665,0.005286645387491052
2791.774,2820.167,2811.243,2816.33,2821.01,2818.167,2807.803,2831.53,2836.594,2820.3555,898.2295585000082,0.010237755634947571
2821.35,2799.73,2812.816,2816.351,2810.474,2820.163,2816.687,2807.801,2821.017,2813.129875,111.2962201249986,0.0029135431619614505
2716.51,2816.343,2816.687,2832.331,2836.571,2837.044,2821.666,2835.058,2830.341,2828.255125,12553.570167124944,0.04113554708062909
2721.013,2706.66,2708.971,2739.742,2736.103,2745.81,2739.247,2750.314,2746.194,2734.1301249999997,421.18790512500135,0.007245784933772841
2725.836,2737.6,2728.288,2751.528,2759.571,2750.274,2775.542,2778.382,2773.107,2756.7865,1250.7581157500097,0.011354498216327082
2583.457,2739.403,2752.535,2753.152,2743.577,2789.546,2793.106,2796.993,2781.402,2768.71425,34818.319733500044,0.07170905108929629
2606.912,2596.58,2559.913,2555.94,2575.354,2571.412,2585.49,2596.584,2596.772,2579.7556250000002,979.7934551249939,0.010417066245427506
2568.098,2662.363,2675.893,2671.154,2643.165,2645.267,2658.392,2654.985,2628.232,2654.931375,7754.344449624999,0.033812329202390246
2546.329,2571.416,2681.745,2672.518,2620.752,2625.792,2622.305,2549.176,2549.801,2611.688125,6567.022301624969,0.025667981238873597
2561.614,2580.558,2574.569,2559.918,2592.527,2587.82,2671.136,2625.795,2620.872,2601.649375,2724.7164238749965,0.01579448542988911
2486.418,2575.438,2593.174,2596.579,2575.249,2571.421,2555.94,2557.144,2535.271,2570.027,7349.4246994999785,0.033626284880498715
2550.465,2440.035,2440.067,2444.245,2437.083,2427.053,2427.715,2415.124,2441.693,2434.126875,13620.911017125036,0.04561447618375478
2654.876,2535.271,2514.779,2540.618,2536.85,2506.367,2513.424,2478.736,2478.791,2513.1045000000004,20626.54636050005,0.05340042246794206
2594.825,2648.289,2610.313,2662.218,2677.928,2636.25,2646.489,2655.921,2694.237,2653.955625,4068.35862237502,0.022787904771998182
2603.295,2591.54,2578.329,2588.681,2572.02,2535.27,2535.515,2515.862,2532.57,2556.223375,2977.6574926250037,0.018081556258510864
2603.799,2559.751,2534.353,2506.38,2478.739,2476.04,2427.053,2398.37,2373.792,2469.30975,21819.9053835,0.051651164317983056
2598.846,2559.476,2534.355,2515.861,2554.011,2555.974,2534.136,2506.35,2479.254,2529.927125,5436.115299375006,0.026519029984847127
2542.103,2575.438,2571.411,2555.94,2557.03,2534.134,2531.95,2515.861,2544.541,2548.2881250000005,405.70422062500273,0.006795997251094897
2568.048,2538.71,2543.524,2554.012,2568.38,2568.249,2570.932,2538.475,2536.386,2552.3334999999997,443.0833462499935,0.006451884855734749
2602.783,2565.46,2540.289,2535.276,2513.412,2543.106,2533.02,2506.35,2515.82,2531.591625,5391.623051374985,0.027352020894557818
2606.237,2579.756,2578.305,2552.81,2554.011,2513.484,2513.012,2554.114,2535.27,2547.5952500000003,4013.8226552500105,0.022500543887605046
2676.476,2575.434,2578.334,2535.278,2516.06,2536.841,2538.43,2502.808,2505.48,2536.083125,20433.292971125047,0.05245437470763802
2665.43,2642.307,2639.366,2620.856,2658.396,2696.752,2677.41,2682.85,2639.368,2657.163125,669.699523124995,0.008796845161943819
2659.356,2642.307,2639.366,2685.774,2655.772,2638.434,2622.882,2655.924,2655.76,2649.5273750000006,399.22711012500287,0.006179362597561263
2641.342,2635.49,2646.489,2655.773,2655.72,2637.568,2637.524,2622.205,2688.383,2647.3940000000002,385.452350999997,0.005375013913381908
2635.632,2646.58,2652.66,2655.714,2638.327,2675.893,2677.657,2627.008,2635.285,2651.1405,535.2379709999993,0.006735101865510825
2598.871,2677.434,2681.309,2684.729,2663.201,2621.257,2649.324,2653.553,2655.77,2660.822125,4219.046175874992,0.023837706835006408
2630.519,2597.601,2575.365,2571.429,2559.913,2555.942,2535.27,2533.47,2536.05,2558.13,5697.42438349997,0.02751890406417889
2654.879,2688.382,2696.629,2672.516,2683.723,2673.102,2627.968,2639.366,2612.282,2661.746,889.9988552499997,0.01059266731176826
2632.242,2657.448,2688.382,2686.317,2649.324,2638.797,2652.66,2651.41,2605.714,2653.7565,1066.7440177499914,0.010692975797817918
2668.17,2638.843,2622.882,2655.773,2655.724,2655.394,2643.57,2688.382,2686.313,2655.860125,590.7179958750017,0.008207357477222229
2679.109,2677.656,2672.362,2627.007,2635.283,2688.383,2686.32,2647.574,2636.493,2658.8847499999997,953.9443969999969,0.009087162933646956
2703.511,2627.01,2638.522,2688.382,2686.313,2642.307,2639.366,2650.296,2602.406,2646.82525,3939.3998572499995,0.02096745676270597
2645.854,2706.371,2700.384,2663.18,2677.844,2620.753,2625.792,2652.66,2655.774,2662.8447499999997,1142.0813307500068,0.010688987374208876
2651.505,2688.32,2693.062,2655.774,2655.489,2621.257,2624.001,2655.913,2655.76,2656.197,603.1715124999977,0.007214770479406955
2645.433,2637.352,2685.13,2682.882,2627.968,2604.174,2575.478,2578.383,2558.03,2618.6746249999997,2759.950276375,0.017405420965112346
2579.483,2637.568,2601.761,2598.681,2585.976,2578.383,2578.968,2558.018,2558.477,2587.229,648.0465310000012,0.007275682762786224
2575.81,2534.356,2565.935,2554.014,2555.976,2534.134,2513.522,2505.49,2479.057,2530.3105000000005,2825.8915302500013,0.017664152247254244
2574.679,2523.01,2514.703,2554.011,2533.01,2512.69,2506.357,2470.524,2468.259,2510.3205,4889.286269000009,0.024996708327523567
2601.736,2553.92,2555.994,2535.27,2513.504,2514.734,2554.011,2533.02,2512.694,2534.143375,4884.8381811249865,0.02597981693761392
2567.443,2598.697,2598.495,2575.478,2578.836,2558.03,2558.48,2558.661,2535.27,2570.243375,427.07078562499794,0.006867971362947473
2588.187,2557.147,2553.144,2553.024,2535.27,2532.535,2511.727,2508.094,2554.011,2538.1189999999997,2844.2879044999972,0.019344815502125613
2654.798,2593.154,2596.07,2575.241,2571.411,2558.66,2558.497,2535.27,2533.47,2565.221625,8506.93659387497,0.03374131478176487
