真实,预测1,预测2,预测3,预测4,预测5,预测6,预测7,预测8,MSE,MAPE,date
3021.9,3032.74,3035.5600000000004,3023.665,2993.7368,2998.1587,2994.1935,2997.6925,3002.0249000000003,16382.132556930015,4.139982647891801,2018/6/15
2907.822,3022.71,3010.59,3024.149,3014.7207000000003,2980.476,2983.7261,2985.8441,2974.8677,19877.66012004995,4.83754663656657,2018/6/19
2915.731,2932.2154,2934.2480000000005,2909.6615999999995,2933.2527,2940.3794000000003,2942.628,2928.6175,2916.3007000000007,7540.662630788748,2.668456476802998,2018/6/20
2875.809,2923.494,2919.4081,2913.9762,2905.6701,2892.6647,2899.5314000000003,2890.0974,2902.04,5837.96640610874,2.458538011211726,2018/6/21
2889.76,2857.1739999999995,2872.7132,2834.5509,2830.4263,2833.3008,2833.6779,2828.6768,2830.4237,1087.1040345900044,1.0227976456860712,2018/6/22
2859.336,2883.643899999999,2855.7239999999997,2839.494,2836.7951000000003,2837.9537,2824.7594000000004,2832.4332000000004,2832.4965,1733.4141341450036,1.2961238758708458,2018/6/25
2844.508,2867.6176,2875.1639999999998,2834.1752,2840.3939,2832.4988000000003,2826.6672,2835.2582,2829.3373,3299.244062552497,1.836111025560055,2018/6/26
2813.177,2831.91,2832.57,2812.17,2831.232,2821.1304,2822.0860000000007,2823.9074,2822.88,3217.9645673149944,1.8882431106719757,2018/6/27
2786.896,2831.11,2835.3215,2822.1158,2823.4342000000006,2829.2882,2831.2309,2828.6111,2827.1534,3346.5795836687407,1.8117723063023157,2018/6/28
2847.418,2731.68,2765.3687,2717.4322,2741.5791,2733.8429,2735.4949,2744.3609,2743.8371999999995,3849.2881516512734,1.6830901616067298,2018/6/29
2775.557,2831.4594,2834.8325000000004,2822.3319,2823.3432,2821.8854,2825.635,2824.7733000000003,2822.6984,3141.6809792587514,1.7634181671465434,2018/7/2
2786.887,2728.17,2732.7321,2706.4288000000006,2703.6975,2701.3412,2704.807,2710.9234,2718.832,6676.055637987505,2.57887468518404,2018/7/3
2759.126,2775.3340000000003,2778.8446,2734.9976,2717.5022,2741.1252,2731.9748,2712.7490000000003,2732.5981,5857.73035035624,2.3420324122921694,2018/7/4
2733.881,2721.3286,2725.9752,2727.0069,2708.0582000000004,2708.0581,2718.2692,2717.0961,2711.8540000000003,8154.877706588751,2.871105327630997,2018/7/5
2747.228,2704.14,2722.6628000000005,2792.6503,2799.4686000000006,2782.3996,2782.9252,2758.6334,2740.7136,2980.6585179262484,1.8178675263638269,2018/7/6
2815.109,2735.91,2707.3284,2704.4638,2706.4225,2722.8808000000004,2733.4734,2733.8365000000003,2733.0818,8578.615478317493,3.157644705215194,2018/7/9
2827.625,2831.0479000000005,2818.153,2824.2671,2829.3285000000005,2831.3961000000004,2840.1061999999997,2836.4746,2843.171,1412.4002770849838,1.067802252076715,2018/7/10
2777.771,2822.76,2820.8773,2815.282,2817.1578,2825.7011,2823.2637000000004,2831.1601,2831.0148000000004,1007.9815974100022,0.9170595143028992,2018/7/11
2837.658,2731.4334000000003,2731.6557999999995,2711.9387,2729.2746,2730.6204,2737.1701000000003,2738.7811,2739.8947000000003,7914.6966049149905,3.0047576677981107,2018/7/12
2831.183,2831.14,2823.4663,2827.135,2825.7409999999995,2826.1051999999995,2828.7934,2826.6113,2827.1205,1564.7128317037414,1.0692371913862626,2018/7/13
2814.041,2830.4082,2819.7228000000005,2817.228,2789.9023000000007,2780.0781,2763.6383,2763.8168,2772.1141,6367.925867540038,2.19445148972829,2018/7/16
2798.125,2832.414,2840.6914,2833.1177,2829.0504,2832.9500000000003,2836.1866,2834.4219,2838.9847,2485.2140847837504,1.5671145082403877,2018/7/17
2787.257,2773.7069999999994,2767.483799999999,2744.8757,2779.3764,2782.5423,2759.9134000000004,2745.5467000000003,2743.4481000000005,10646.202733779965,3.113768648876289,2018/7/18
2772.545,2771.6140000000005,2758.3874000000005,2754.6368,2738.3128,2721.9201000000003,2730.5538000000006,2732.6537000000003,2735.5778,17213.66450680245,4.130158577812156,2018/7/19
2829.271,2723.4828,2731.7254,2727.219,2731.3738000000003,2753.7611,2756.7313,2752.7387,2753.7974000000004,18466.365036823736,4.639998595098146,2018/7/20
2859.542,2831.7404,2843.0569,2833.6031,2848.1220000000003,2852.2112,2836.9414000000006,2842.6543,2854.1322,1781.4597733637609,1.350398994615467,2018/7/23
2905.561,2865.0112,2868.7785000000003,2871.9504999999995,2878.96,2892.0810000000006,2887.6382000000003,2884.8918000000003,2871.0868,2239.5625808325103,1.2741821201010513,2018/7/24
2903.646,2912.9113,2929.0468000000005,2919.78,2942.8249,2934.2105,2927.6516999999994,2939.6365,2917.1185,10561.94354544746,3.0537294504080914,2018/7/25
2882.225,2933.7524000000003,2925.2503,2937.6292000000003,2892.0272,2898.7666,2895.7783000000004,2904.3131000000003,2905.8426,12403.98696096878,3.3951287823061747,2018/7/26
2873.593,2855.047,2891.7044,2886.2475000000004,2881.0618000000004,2874.3642,2880.3661,2886.9262000000003,2879.1703,9754.576428853788,2.8795523990823653,2018/7/27
2869.049,2879.1136000000006,2896.6032,2899.2336,2894.1395,2878.7897,2886.8719,2873.5124000000005,2869.9379,12357.59867823501,3.499227469762977,2018/7/30
2876.4,2885.2928,2878.1933,2891.9344,2879.7109,2872.6908,2874.5215,2874.2834,2875.8445,12302.677376499989,3.630568576837514,2018/7/31
2824.533,2891.632899999999,2886.5439,2875.3611,2871.2048999999997,2872.4312999999997,2869.3796,2870.2072,2868.5481,12475.123372967424,3.8709037327224327,2018/8/1
2768.023,2832.5808,2835.1225,2833.0894000000003,2842.088,2840.4416,2849.5962,2851.6942,2865.3652,6908.370402466256,2.8914254078320734,2018/8/2
2740.442,2777.3654000000006,2813.6028,2820.2436,2833.1072,2837.3066,2834.5787,2840.3246,2845.0104999999994,4146.7409304575,2.15875864522655,2018/8/3
2705.156,2723.7339,2714.604,2718.1891,2755.2578,2769.1162,2791.2714000000005,2790.8756000000003,2794.6682,1581.7126078575047,1.1837311378024635,2018/8/6
2779.374,2672.5837999999994,2661.6132,2696.4727,2712.9873,2751.9154,2736.208,2732.2604,2766.9886,5202.76975829254,2.342392371490448,2018/8/7
2744.069,2817.1732,2823.0540000000005,2844.8242,2848.4285,2857.4029,2862.2301999999995,2871.2204,2875.2580000000007,13476.25529871754,3.6782002474031503,2018/8/8
2794.381,2795.6125,2791.4367,2779.0644,2785.7012,2787.3144,2792.0246,2797.893,2803.3253000000004,4918.321776243751,1.8594935752554995,2018/8/9
2795.309,2799.6308000000004,2810.1719,2830.1851999999994,2835.6829,2837.5659,2832.0174,2832.0912000000003,2835.7829,11003.939573939992,3.3261345700131435,2018/8/10
2785.872,2804.6136,2817.7324,2823.9844,2823.4236,2823.9746000000005,2827.7563,2833.1534999999994,2835.1359,11370.619110868758,3.592075931148009,2018/8/13
2780.964,2808.1128,2804.419000000001,2804.5574,2826.7683,2825.3516000000004,2829.8011,2830.341300000001,2830.7226000000005,11507.764206263824,3.739059130882073,2018/8/14
2723.257,2817.4120000000003,2850.1140000000005,2839.1319000000003,2834.5091,2829.3294,2831.8486000000003,2827.1869,2827.8182,15049.7393346488,4.4266508019528805,2018/8/15
2705.191,2726.918,2777.6558000000005,2788.8988,2772.3387000000007,2804.1215,2829.1650000000004,2835.0603,2826.5616,6766.419509608794,2.7852496577778005,2018/8/16
2668.966,2710.3004,2715.8661,2728.4759000000004,2724.7429,2725.7937,2727.8285000000005,2726.0418,2729.0874,943.300299941252,0.8246071649707372,2018/8/17
2698.465,2662.5600000000004,2655.307,2652.5636000000004,2655.7773,2709.1031,2705.6197,2698.2255,2716.2654,3912.093327319996,2.1565853169926084,2018/8/20
2733.826,2672.7066,2650.3127,2652.5175,2655.1020000000003,2696.8217,2696.9834,2686.3604000000005,2672.3324,5422.3150091837215,2.662077560496478,2018/8/21
2714.608,2731.3019,2724.5124000000005,2772.6997,2758.9951000000005,2756.3437,2752.6691,2737.8728,2758.4555,559.7442074074984,0.6993338851378672,2018/8/22
2724.624,2715.5294000000004,2703.5756,2715.8861000000006,2711.2656,2722.5971,2727.3264,2731.1847,2730.7676,1481.6894984387325,1.0841838915046076,2018/8/23
2729.43,2733.5245,2744.3538,2751.8971,2755.4497,2755.9595,2749.9187,2740.358,2728.1672,506.5529897962545,0.7512481105598647,2018/8/24
2780.899,2724.62,2758.6576,2758.7502,2737.3885,2736.0866999999994,2724.7983,2727.62,2742.5395,721.5770931849997,0.7384033899987266,2018/8/27
2777.98,2791.256,2788.3077000000003,2798.5378,2803.072000000001,2807.8055,2819.1542,2815.1760000000004,2814.7401,6253.234790928784,2.576033349157323,2018/8/28
2769.294,2800.5100000000007,2823.205,2823.8640000000005,2822.078,2821.2313000000004,2835.9847,2835.2434000000003,2838.6684,11228.745602737526,3.6765789735519694,2018/8/29
2737.736,2757.307,2760.1140000000005,2746.61,2750.978,2750.3842000000004,2758.1046999999994,2753.5793,2773.3886,2779.8033175224973,1.615442508149707,2018/8/30
2725.249,2736.1788,2714.705200000001,2720.2376,2738.6502,2735.2537,2741.4472,2744.6081000000004,2746.7307,2256.151712163753,1.4942770717334115,2018/8/31
2720.734,2712.1736,2711.1488,2709.0969,2710.1330000000003,2717.7874,2720.735,2731.2459,2735.8022,1953.3870814524996,1.324991805494299,2018/9/3
2750.58,2756.838,2753.8566,2748.5561,2752.7588,2746.2511,2742.3254,2739.1469,2741.3968,3760.7761886287535,2.12425398427704,2018/9/4
2704.336,2753.3057,2788.4107000000004,2794.0524,2765.1135000000004,2788.2939,2794.7322000000004,2796.8329000000003,2784.5695,10819.063549862516,3.772616465343758,2018/9/5
2691.592,2707.4142,2726.6015,2751.7146,2744.5044,2743.4257000000007,2777.1397,2780.1274000000003,2776.1105,6867.055162950031,2.822200748157534,2018/9/6
2702.3,2670.628,2672.939,2652.3142,2655.0159,2651.7308,2646.5041,2640.3304,2642.0144,888.6249851275026,0.8745590546019979,2018/9/7
2669.484,2701.2915000000007,2701.62,2703.415,2703.6917000000003,2703.6295999999998,2702.6563,2703.2323,2702.8758,1095.308591665001,1.109422005303529,2018/9/10
2664.799,2659.6132,2658.3247999999994,2656.039,2653.6723,2670.4572000000003,2678.9980000000005,2672.8062,2670.3143,1171.9985218674951,1.0278048127692807,2018/9/11
2656.11,2669.2737000000006,2637.3271,2635.4664999999995,2644.2991,2661.1015,2654.6872,2639.6152,2637.3454,5721.847340356245,2.196172030674264,2018/9/12
2686.578,2652.7426,2652.9659999999994,2650.6392,2654.242,2652.6342,2650.7290000000007,2639.4626,2627.2619,8123.565275301235,2.6234394280282207,2018/9/13
2681.643,2681.9660000000003,2645.9,2631.8236,2634.7111000000004,2633.9342,2631.7988,2635.9934000000003,2630.1604,12840.889524446224,3.4006486649359915,2018/9/14
2651.788,2666.7148,2655.3003000000003,2638.2788,2639.8217000000004,2641.7691000000004,2632.0891,2625.4879,2625.9861,15701.140672637444,4.025876194342038,2018/9/17
2699.95,2655.5719,2697.7067,2696.5267,2692.7857,2688.3643,2671.8044,2649.8056,2647.0425000000005,11559.049630442463,3.400986841662192,2018/9/18
2730.85,2690.4272,2679.6969,2653.7041000000004,2636.1622,2629.9173,2622.6186,2628.5046999999995,2624.8281,18909.997445256267,4.527459993653872,2018/9/19
2729.243,2720.74,2706.71,2702.8300000000004,2708.1759999999995,2707.4190000000003,2706.8489999999997,2702.41,2702.6122,5617.158148080026,2.2701881596766995,2018/9/20
2797.484,2742.8629,2738.71,2729.2892,2704.5848,2703.784,2707.3151999999995,2738.224,2741.5746000000004,4105.715833286264,1.8848163745434363,2018/9/21
2781.138,2792.7131,2789.4763,2798.5133,2797.6235,2797.0859,2791.03,2800.4922999999994,2809.2901,8626.489651093725,2.391990735066733,2018/9/25
2806.813,2791.61,2806.17,2805.07,2800.43,2808.2573999999995,2778.2291999999998,2778.4774,2771.0114000000003,10383.02288238999,2.961950533749983,2018/9/26
2791.774,2805.17,2806.633,2803.5537,2807.7676,2804.655,2798.2384,2799.1495,2793.5376,19452.59542965254,4.34399012665533,2018/9/27
2821.35,2779.9169999999995,2796.1269999999995,2816.78,2818.7342,2811.0468,2812.4367,2814.153,2813.8626000000004,31501.470444791248,6.013525470924998,2018/9/28
2716.51,2827.1707,2827.9354,2825.3288,2827.35,2826.264,2826.6247,2825.8990000000003,2825.6912,44488.53872797753,7.607894306616714,2018/10/8
2721.013,2724.8715999999995,2733.7414,2691.7480000000005,2693.951,2682.63,2667.9440000000004,2664.9115,2662.2088,11107.584808126265,3.537595019955956,2018/10/9
2725.836,2726.403,2746.4065,2774.2429999999995,2770.4608,2767.5900000000006,2769.09,2774.3730000000005,2766.9599000000003,39661.758984012544,7.185654767093236,2018/10/10
2583.457,2777.1799999999994,2774.0147000000006,2789.8293000000003,2811.6821000000004,2823.5523000000003,2826.4307000000003,2829.253,2829.666200000001,59690.45278547632,9.29732318992316,2018/10/11
2606.912,2601.17,2575.4063999999994,2528.558,2557.5093,2561.1388,2579.8364,2585.4615000000003,2581.5711,1482.3695054637442,1.080643067338266,2018/10/12
2568.098,2593.5100000000007,2585.53,2617.57,2631.1547,2635.2409999999995,2632.7893000000004,2672.1896000000006,2674.929,5631.722273742501,2.552946051212716,2018/10/15
2546.329,2570.3051000000005,2580.5148,2565.2711000000004,2576.1773,2580.8162,2577.5176,2593.7796000000003,2595.1456,1720.106450283753,1.2516702054489264,2018/10/16
2561.614,2556.9793,2539.059,2535.9945,2535.7494,2545.6884,2574.466100000001,2565.3946000000005,2560.9978,2918.2490800337423,1.6606059388160883,2018/10/17
